Suburb,Address,Rooms,Type,Price,Seller,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Region
Moonee Ponds,25 George St,4,h,955000,Woodards,2017-04-29,6.9,4.0,2.0,3.0,431.0,246.0,1910.0,Western Metropolitan
Murrumbeena,7 Merrimu St,4,h,1656000,Mandy,2017-05-06,12.1,4.0,2.0,2.0,651.0,199.0,1940.0,Southern Metropolitan
Murrumbeena,2/13 Walker St,2,h,707000,Gary,2017-04-08,12.1,2.0,1.0,1.0,646.0,92.0,0.0,Southern Metropolitan
Murrumbeena,5 Donal St,3,h,1255000,hockingstuart,2017-04-22,12.1,3.0,1.0,2.0,557.0,108.0,1950.0,Southern Metropolitan
Newport,28 Agg St,4,h,1230000,Gunn&Co,2017-05-06,8.4,4.0,2.0,1.0,402.0,146.0,1925.0,Western Metropolitan
Newport,74 Challis St,4,h,1560000,Village,2017-05-06,8.4,4.0,2.0,3.0,480.0,235.0,1940.0,Western Metropolitan
Newport,56 Hall St,2,h,890000,Sweeney,2017-04-08,8.4,2.0,1.0,0.0,165.0,9.0,0.0,Western Metropolitan
Newport,195 Blackshaws Rd,3,h,975000,RT,2017-05-13,8.4,3.0,2.0,2.0,333.0,192.0,2010.0,Western Metropolitan
Newport,7 Clyde St,5,h,1820000,Sweeney,2017-05-13,8.4,5.0,2.0,7.0,760.0,229.0,1935.0,Western Metropolitan
Newport,139 Blackshaws Rd,4,h,956000,Sweeney,2017-04-22,8.4,4.0,2.0,4.0,540.0,113.0,1970.0,Western Metropolitan
Newport,74 Oxford St,4,h,1650000,Greg,2017-04-22,8.4,4.0,1.0,4.0,837.0,173.0,1930.0,Western Metropolitan
Newport,74 Alma Tce,4,h,2337000,Williams,2017-04-29,8.4,4.0,2.0,3.0,580.0,222.0,1890.0,Western Metropolitan
Newport,63 Hobson St,3,h,1075000,Raine,2017-04-29,8.4,3.0,1.0,0.0,452.0,146.0,1950.0,Western Metropolitan
Niddrie,21 Ryder St,3,h,810000,Barry,2017-04-08,11.2,3.0,2.0,1.0,297.0,139.0,1955.0,Western Metropolitan
Northcote,50 Herbert St,3,h,1300000,Jellis,2017-04-08,5.5,3.0,1.0,0.0,191.0,108.0,1915.0,Northern Metropolitan
Northcote,23A Johnson St,2,h,995000,Purplebricks,2017-04-08,5.5,2.0,1.0,2.0,228.0,110.0,2004.0,Northern Metropolitan
Northcote,157 Bastings St,5,h,1750000,Nelson,2017-05-13,5.5,5.0,2.0,0.0,406.0,225.0,1900.0,Northern Metropolitan
Northcote,133 Beavers Rd,2,h,1050000,Jellis,2017-04-29,5.5,2.0,1.0,1.0,181.0,85.0,1925.0,Northern Metropolitan
Northcote,99 Kellett St,3,h,1235000,Ray,2017-04-29,5.5,3.0,1.0,1.0,534.0,127.0,1960.0,Northern Metropolitan
Oak Park,126A Winifred St,3,h,755000,Eview,2017-04-08,11.5,3.0,2.0,1.0,341.0,170.0,2003.0,Northern Metropolitan
Oakleigh,12 Watsonia St,4,h,1615000,Woodards,2017-04-08,14.0,4.0,2.0,2.0,537.0,199.0,1920.0,Southern Metropolitan
Oakleigh,24 Gadd St,5,h,1351000,Ray,2017-05-13,14.0,5.0,3.0,2.0,707.0,175.0,1955.0,Southern Metropolitan
Oakleigh,141 Atherton Rd,4,h,1600000,Ray,2017-04-29,14.0,4.0,3.0,4.0,691.0,213.0,1950.0,Southern Metropolitan
Oakleigh,110 Atkinson St,4,h,1840000,Woodards,2017-04-29,14.0,4.0,2.0,2.0,598.0,222.0,1900.0,Southern Metropolitan
Ormond,39 Draper St,5,h,2250000,Buxton,2017-04-08,11.8,5.0,2.0,2.0,699.0,228.0,1925.0,Southern Metropolitan
Parkville,55 Park Dr,3,h,2790000,Collins,2017-05-20,2.6,3.0,2.0,1.0,180.0,120.0,1890.0,Northern Metropolitan
Pascoe Vale,62 Devon Rd,3,h,755000,Nelson,2017-05-06,9.9,3.0,2.0,2.0,294.0,110.0,1950.0,Northern Metropolitan
Pascoe Vale,2 Ann St,2,h,999000,Nelson,2017-04-08,9.9,2.0,1.0,1.0,587.0,95.0,1920.0,Northern Metropolitan
Pascoe Vale,115 Derby St,4,h,800000,Nelson,2017-04-08,9.9,4.0,1.0,1.0,593.0,131.0,1970.0,Northern Metropolitan
Pascoe Vale,9 Bawden Ct,4,h,770000,Nelson,2017-05-13,9.9,4.0,1.0,2.0,596.0,130.0,1960.0,Northern Metropolitan
Pascoe Vale,1/142 Derby St,3,h,585000,YPA,2017-05-13,9.9,3.0,1.0,1.0,0.0,129.0,2000.0,Northern Metropolitan
Pascoe Vale,5 Sims St,3,h,708000,hockingstuart,2017-05-13,9.9,3.0,1.0,2.0,321.0,94.0,1950.0,Northern Metropolitan
Pascoe Vale,16 Hayes Pde,5,h,958000,Nelson,2017-04-29,9.9,5.0,2.0,2.0,706.0,166.0,1950.0,Northern Metropolitan
Port Melbourne,281 Esplanade East,3,h,1400000,Marshall,2017-05-06,3.8,3.0,3.0,0.0,92.0,105.0,1910.0,Southern Metropolitan
Port Melbourne,301/115 Nott St,2,h,801000,Greg,2017-04-08,3.8,2.0,2.0,1.0,0.0,90.0,2012.0,Southern Metropolitan
Port Melbourne,203 Station St,3,h,2400000,Greg,2017-04-08,3.8,3.0,2.0,2.0,368.0,226.0,1880.0,Southern Metropolitan
Port Melbourne,130 Clark St,4,h,2700000,Marshall,2017-04-29,3.8,4.0,3.0,2.0,317.0,156.0,1900.0,Southern Metropolitan
Prahran,44 Spring St,1,h,860000,hockingstuart,2017-04-22,4.5,1.0,1.0,0.0,108.0,54.0,1905.0,Southern Metropolitan
Preston,14 West St,3,h,1190000,Barry,2017-05-06,8.8,3.0,2.0,2.0,572.0,118.0,1935.0,Northern Metropolitan
Preston,7 Leicester St,3,h,1121000,Barry,2017-04-08,8.8,3.0,2.0,3.0,604.0,123.0,1925.0,Northern Metropolitan
Preston,53 William St,3,h,917500,Nelson,2017-04-08,8.8,3.0,2.0,2.0,472.0,123.0,1965.0,Northern Metropolitan
Preston,31 Benambra St,3,h,800000,hockingstuart,2017-05-13,8.8,3.0,2.0,2.0,319.0,124.0,1940.0,Northern Metropolitan
Preston,3 Carthew Gr,4,h,1075000,Nelson,2017-05-13,8.8,4.0,1.0,2.0,521.0,146.0,1935.0,Northern Metropolitan
Preston,118 Wood St,3,h,1020000,hockingstuart,2017-05-13,8.8,3.0,2.0,2.0,670.0,140.0,0.0,Northern Metropolitan
Preston,33 Grandview Rd,3,h,1000000,Nelson,2017-05-20,8.8,3.0,1.0,3.0,624.0,145.0,1950.0,Northern Metropolitan
Preston,20 Ambon St,3,h,910000,hockingstuart,2017-04-22,8.8,3.0,1.0,1.0,674.0,90.0,1955.0,Northern Metropolitan
Preston,6 Adams St,3,h,690000,RW,2017-04-29,8.8,3.0,1.0,2.0,581.0,90.0,1960.0,Northern Metropolitan
Preston,39 Malpas St,3,h,1100000,Nelson,2017-04-29,8.8,3.0,2.0,4.0,637.0,124.0,1950.0,Northern Metropolitan
Reservoir,18 Zinnia St,3,h,595000,Barry,2017-05-06,11.2,3.0,1.0,1.0,490.0,116.0,1970.0,Northern Metropolitan
Reservoir,11 Mais St,4,h,905000,hockingstuart,2017-04-08,11.2,4.0,2.0,2.0,696.0,142.0,1965.0,Northern Metropolitan
Reservoir,33 McMahon Rd,5,h,845000,RW,2017-04-08,11.2,5.0,2.0,2.0,676.0,100.0,1960.0,Northern Metropolitan
Reservoir,19 Tovey St,4,h,770000,Ray,2017-04-08,11.2,4.0,3.0,3.0,697.0,213.0,1970.0,Northern Metropolitan
Reservoir,22 Wilson Bvd,3,h,610000,Barry,2017-04-08,11.2,3.0,1.0,2.0,435.0,102.0,1960.0,Northern Metropolitan
Reservoir,1 Delaware St,2,h,861500,Nelson,2017-05-13,11.2,2.0,1.0,1.0,419.0,100.0,1940.0,Northern Metropolitan
Reservoir,21 Henty St,3,h,801000,Love,2017-05-13,11.2,3.0,1.0,1.0,551.0,115.0,1950.0,Northern Metropolitan
Reservoir,1/74 Miranda Rd,3,h,605000,Love,2017-05-13,11.2,3.0,1.0,2.0,371.0,112.0,1950.0,Northern Metropolitan
Reservoir,2/87 Purinuan Rd,2,h,375000,Nelson,2017-05-20,11.2,2.0,1.0,1.0,101.0,67.0,1980.0,Northern Metropolitan
Richmond,118 Somerset St,3,h,1214000,Nelson,2017-05-06,2.6,3.0,1.0,0.0,176.0,106.0,1900.0,Northern Metropolitan
Richmond,113A Richmond Tce,3,h,1785000,hockingstuart,2017-04-08,2.6,3.0,1.0,0.0,240.0,115.0,1958.0,Northern Metropolitan
Richmond,43 Gardner St,2,h,1050000,Biggin,2017-05-13,2.6,2.0,1.0,0.0,134.0,63.7,1900.0,Northern Metropolitan
Richmond,2 Portland St,3,h,3000000,Jellis,2017-05-20,2.6,3.0,2.0,7.0,230.0,204.0,2011.0,Northern Metropolitan
Richmond,3 Kimber St,3,h,1330000,Jellis,2017-04-22,2.6,3.0,1.0,1.0,154.0,95.0,1900.0,Northern Metropolitan
Richmond,2 Moore St,1,h,911000,Biggin,2017-04-29,2.6,1.0,1.0,0.0,126.0,77.0,1900.0,Northern Metropolitan
Seddon,199 Buckley St,2,h,665000,Village,2017-05-13,6.6,2.0,1.0,0.0,269.0,80.0,1900.0,Western Metropolitan
South Melbourne,20 Glover St,3,h,2240000,Greg,2017-05-06,2.1,3.0,2.0,1.0,197.0,168.0,1900.0,Southern Metropolitan
South Melbourne,27 Lyell St,3,h,1820000,WHITEFOX,2017-05-13,2.1,3.0,1.0,1.0,204.0,105.0,1910.0,Southern Metropolitan
South Yarra,14 Moore St,2,h,1214000,hockingstuart,2017-04-08,3.3,2.0,1.0,0.0,161.0,82.0,1900.0,Southern Metropolitan
South Yarra,7 Cassell St,2,h,1710000,Jellis,2017-05-20,3.3,2.0,2.0,0.0,208.0,145.0,1880.0,Southern Metropolitan
St Kilda,23A Havelock St,2,h,1120000,hockingstuart,2017-04-08,6.1,2.0,1.0,0.0,135.0,74.0,1930.0,Southern Metropolitan
St Kilda,34 Acland St,2,h,1301000,Wilson,2017-05-13,6.1,2.0,1.0,1.0,165.0,97.0,1910.0,Southern Metropolitan
St Kilda,25 Fawkner St,2,h,1440000,Marshall,2017-05-13,6.1,2.0,1.0,2.0,194.0,112.0,1890.0,Southern Metropolitan
Strathmore,18 Strathaird St,4,h,810000,Nelson,2017-05-06,9.7,4.0,1.0,1.0,543.0,137.0,1960.0,Western Metropolitan
Strathmore,8 Jones Ct,3,h,1021000,Considine,2017-04-08,9.7,3.0,2.0,2.0,371.0,183.0,2014.0,Western Metropolitan
Strathmore,186 Mascoma St,5,h,910000,Brad,2017-04-08,9.7,5.0,2.0,2.0,533.0,204.0,1965.0,Western Metropolitan
Sunshine,54 Ardoyne St,3,h,940000,Douglas,2017-05-06,12.6,3.0,2.0,2.0,572.0,190.0,1950.0,Western Metropolitan
Sunshine,138 Devonshire Rd,4,h,726000,YPA,2017-05-06,12.6,4.0,2.0,0.0,567.0,95.0,1950.0,Western Metropolitan
Sunshine,2 Colin St,4,h,990000,FN,2017-04-08,12.6,4.0,1.0,6.0,654.0,189.0,1950.0,Western Metropolitan
Sunshine,69 Duke St,3,h,710000,Village,2017-04-29,12.6,3.0,1.0,0.0,483.0,93.84,1950.0,Western Metropolitan
Sunshine,73 Monash St,3,h,840000,FN,2017-04-29,12.6,3.0,1.0,1.0,462.0,108.0,1930.0,Western Metropolitan
Sunshine North,3 Belmore Rd,4,h,775000,Douglas,2017-04-29,13.3,4.0,1.0,2.0,665.0,147.0,1980.0,Western Metropolitan
Sunshine North,90 McIntyre Rd,3,h,490000,Douglas,2017-04-29,13.3,3.0,1.0,1.0,546.0,145.0,1960.0,Western Metropolitan
Sunshine West,32 Killara St,3,h,716000,Barry,2017-05-06,13.5,3.0,1.0,1.0,534.0,120.0,1975.0,Western Metropolitan
Sunshine West,1/10 Fremont Pde,4,h,515000,Brad,2017-04-08,13.5,4.0,2.0,2.0,332.0,159.0,2006.0,Western Metropolitan
Sunshine West,27 Warmington Rd,3,h,530000,Barry,2017-04-08,13.5,3.0,1.0,1.0,573.0,119.0,1970.0,Western Metropolitan
Sunshine West,91 Hilma St,4,h,685000,Bells,2017-05-13,13.5,4.0,2.0,2.0,572.0,184.0,1967.0,Western Metropolitan
Sunshine West,100 Links St,3,h,571000,GL,2017-04-29,13.5,3.0,1.0,1.0,757.0,100.0,1950.0,Western Metropolitan
Surrey Hills,61 Broughton Rd,3,h,1525000,Fletchers,2017-05-13,11.2,3.0,2.0,2.0,347.0,195.0,2013.0,Southern Metropolitan
Surrey Hills,18 Empress Rd,2,h,1260000,Jellis,2017-05-13,11.2,2.0,1.0,0.0,269.0,124.0,1910.0,Southern Metropolitan
Surrey Hills,29 Weybridge St,4,h,2360000,Marshall,2017-05-13,11.2,4.0,2.0,2.0,764.0,265.0,1930.0,Southern Metropolitan
Surrey Hills,1/6 Blackburn St,2,h,1250000,Fletchers,2017-05-20,11.2,2.0,2.0,1.0,323.0,96.0,1980.0,Southern Metropolitan
Surrey Hills,6A Thistle St,4,h,1600000,Marshall,2017-05-20,11.2,4.0,1.0,2.0,600.0,186.0,1886.0,Southern Metropolitan
Surrey Hills,68 Weybridge St,3,h,1652000,Kay,2017-05-20,11.2,3.0,2.0,2.0,368.0,150.0,0.0,Southern Metropolitan
Surrey Hills,8 Durham Rd,4,h,2370000,Jellis,2017-04-29,11.2,4.0,3.0,2.0,773.0,300.0,1900.0,Southern Metropolitan
Thornbury,145 Shaftesbury Pde,3,h,1195000,Love,2017-04-08,6.5,3.0,1.0,2.0,463.0,131.0,1930.0,Northern Metropolitan
Thornbury,35D Clapham St,3,h,1346000,Nelson,2017-05-20,6.5,3.0,2.0,2.0,349.0,130.0,1918.0,Northern Metropolitan
Thornbury,292 Rathmines St,3,h,1275000,Jellis,2017-05-20,6.5,3.0,1.0,2.0,517.0,115.0,1950.0,Northern Metropolitan
Thornbury,5 Shaftesbury Pde,2,h,1260000,Nelson,2017-04-29,6.5,2.0,1.0,0.0,317.0,96.0,1910.0,Northern Metropolitan
Thornbury,68 Wilmoth St,2,h,1100000,McGrath,2017-04-29,6.5,3.0,1.0,1.0,330.0,132.0,1930.0,Northern Metropolitan
Viewbank,9 Rockaway Dr,4,h,1155000,Fletchers,2017-04-22,13.8,4.0,2.0,3.0,780.0,217.0,1950.0,Eastern Metropolitan
Watsonia,5 Regis Ct,5,h,826000,Barry,2017-05-06,14.9,5.0,1.0,2.0,545.0,132.0,1970.0,Northern Metropolitan
Watsonia,25 Bungay St,4,h,761000,LJ,2017-04-22,14.9,4.0,1.0,2.0,696.0,123.0,1956.0,Northern Metropolitan
Watsonia,5 Daours Ct,4,h,932500,Miles,2017-04-22,14.9,4.0,2.0,2.0,585.0,180.0,1950.0,Northern Metropolitan
West Footscray,61 Clive St,4,h,1435000,Village,2017-05-06,8.2,4.0,2.0,2.0,523.0,244.0,1915.0,Western Metropolitan
West Footscray,4/8 Margot St,2,h,470000,Greg,2017-05-06,8.2,2.0,1.0,1.0,0.0,77.0,1975.0,Western Metropolitan
West Footscray,6/350 Somerville Rd,2,h,502000,Sweeney,2017-05-06,8.2,2.0,1.0,1.0,2701.0,79.0,2011.0,Western Metropolitan
West Footscray,10 Neil St,4,h,970000,Biggin,2017-04-08,8.2,4.0,1.0,2.0,528.0,143.0,1940.0,Western Metropolitan
West Footscray,15 Rupert St,4,h,1325000,hockingstuart,2017-04-08,8.2,4.0,2.0,4.0,525.0,188.0,1930.0,Western Metropolitan
West Footscray,91 Suffolk St,2,h,888000,Sweeney,2017-05-20,8.2,2.0,1.0,2.0,401.0,113.81,1945.0,Western Metropolitan
West Footscray,1 Dongola Rd,3,h,935000,Jas,2017-04-22,8.2,3.0,1.0,2.0,325.0,102.0,1925.0,Western Metropolitan
Williamstown,44 Electra St,4,h,2165000,Greg,2017-05-06,8.0,4.0,2.0,2.0,450.0,190.0,1910.0,Western Metropolitan
Williamstown,8 Jobson St,3,h,1245000,hockingstuart,2017-05-06,8.0,3.0,2.0,2.0,292.0,117.0,1980.0,Western Metropolitan
Williamstown,73a Victoria St,4,h,2075000,Greg,2017-05-06,8.0,4.0,3.0,2.0,324.0,229.0,2009.0,Western Metropolitan
Williamstown,8 Princes St,3,h,1150000,Jas,2017-04-08,8.0,3.0,1.0,0.0,308.0,120.0,1900.0,Western Metropolitan
Williamstown,10 Crofton Dr,5,h,2040000,Greg,2017-05-13,8.0,5.0,3.0,2.0,531.0,288.0,1997.0,Western Metropolitan
Williamstown,6 Caspian Tce,4,h,1200000,Village,2017-04-29,8.0,4.0,3.0,2.0,183.0,191.0,2006.0,Western Metropolitan
Yarraville,8 Gordon Pde,3,h,990000,Jas,2017-05-06,7.0,3.0,1.0,2.0,340.0,119.0,1940.0,Western Metropolitan
Yarraville,54 Tongue St,4,h,2035000,Jas,2017-04-08,7.0,4.0,2.0,0.0,607.0,201.0,1890.0,Western Metropolitan
Yarraville,29 Wilson St,3,h,935000,Jas,2017-04-08,7.0,3.0,1.0,0.0,198.0,98.0,1970.0,Western Metropolitan
Yarraville,260 Francis St,3,h,892000,Village,2017-05-13,7.0,3.0,1.0,2.0,449.0,106.76,1940.0,Western Metropolitan
Yarraville,1 Highgate St,4,h,985500,Jas,2017-05-13,7.0,4.0,1.0,5.0,445.0,139.0,1977.0,Western Metropolitan
Yarraville,455 Geelong Rd,2,h,650000,Village,2017-05-20,7.0,2.0,1.0,2.0,304.0,81.0,1960.0,Western Metropolitan
Yarraville,292 Hyde St,3,h,750000,McGrath,2017-05-20,7.0,3.0,2.0,1.0,390.0,126.0,1980.0,Western Metropolitan
Yarraville,183 Stephen St,3,h,970000,Raine,2017-05-20,7.0,3.0,2.0,0.0,354.0,135.0,1930.0,Western Metropolitan
Yarraville,66 Drew St,2,h,1256000,hockingstuart,2017-04-22,7.0,2.0,1.0,3.0,531.0,111.0,1940.0,Western Metropolitan
Yarraville,2C Castlemaine St,3,h,1425000,Jas,2017-04-29,7.0,3.0,3.0,2.0,305.0,220.0,2007.0,Western Metropolitan
Yarraville,40 Kingston St,3,h,872500,Jas,2017-04-29,7.0,3.0,1.0,2.0,189.0,85.0,1920.0,Western Metropolitan
Yarraville,46 MacKay St,4,h,1455000,Village,2017-04-29,7.0,4.0,1.0,1.0,328.0,140.0,1920.0,Western Metropolitan
Yarraville,10 Salisbury St,3,h,950000,Sweeney,2017-04-29,7.0,3.0,2.0,2.0,287.0,210.68,2002.0,Western Metropolitan
Abbotsford,132 Vere St,3,h,1000000,Biggin,2017-04-08,2.5,3.0,1.0,0.0,198.0,98.0,1900.0,Northern Metropolitan
Abbotsford,24 Cooke St,2,h,1050000,Jellis,2017-04-29,2.5,2.0,1.0,0.0,129.0,128.0,1890.0,Northern Metropolitan
Abbotsford,198 Gipps St,2,h,1242000,Nelson,2017-04-29,2.5,2.0,1.0,1.0,249.0,98.0,1940.0,Northern Metropolitan
Abbotsford,22 Lulie St,3,h,1165000,Jellis,2017-04-29,2.5,3.0,2.0,0.0,92.0,114.0,1888.0,Northern Metropolitan
Airport West,33 Green St,3,h,720000,Brad,2017-04-08,13.5,3.0,2.0,2.0,305.0,136.0,2008.0,Western Metropolitan
Airport West,67 Halsey Rd,3,h,510000,Nelson,2017-04-29,13.5,3.0,1.0,1.0,488.0,217.0,1960.0,Western Metropolitan
Albion,26 Wyalong St,3,h,800000,Bells,2017-04-08,13.9,4.0,2.0,5.0,689.0,128.0,1951.0,Western Metropolitan
Albion,67 Norwood St,3,h,621000,hockingstuart,2017-05-20,13.9,3.0,1.0,3.0,547.0,140.0,0.0,Western Metropolitan
Altona,196 Blyth St,5,h,1480000,Greg,2017-05-13,13.8,5.0,3.0,4.0,725.0,201.0,1980.0,Western Metropolitan
Ashburton,23 Solway St,4,h,2220000,Marshall,2017-05-13,11.0,4.0,3.0,2.0,480.0,244.0,2016.0,Southern Metropolitan
Brooklyn,6 Millers Rd,2,h,1005000,hockingstuart,2017-04-22,10.9,2.0,1.0,2.0,780.0,156.0,1950.0,Western Metropolitan
Eaglemont,39 Durham St,4,h,1750000,Nelson,2017-05-20,10.3,4.0,2.0,2.0,707.0,217.0,1956.0,Eastern Metropolitan
Elwood,23 Byron St,3,h,1520000,Chisholm,2017-05-20,7.7,3.0,2.0,1.0,362.0,138.0,1900.0,Southern Metropolitan
Essendon North,10 Cowper St,4,h,1291000,Barry,2017-04-08,9.4,4.0,2.0,2.0,521.0,157.0,1945.0,Western Metropolitan
Fitzroy,28 Greeves St,2,h,1350000,Jellis,2017-05-13,1.6,2.0,1.0,0.0,131.0,110.0,1900.0,Northern Metropolitan
Gowanbrae,3 Birk Ct,3,h,680000,Nelson,2017-04-08,13.6,3.0,2.0,1.0,277.0,168.0,2010.0,Western Metropolitan
Gowanbrae,7 Adelaide Bvd,4,h,990000,Nelson,2017-05-13,13.6,4.0,2.0,2.0,702.0,170.0,2003.0,Western Metropolitan
Gowanbrae,13 Gowanbrae Dr,4,h,970000,Nelson,2017-04-29,13.6,4.0,2.0,3.0,737.0,265.0,2010.0,Western Metropolitan
Jacana,81 Johnstone St,3,h,485000,Barry,2017-04-08,14.5,3.0,1.0,2.0,630.0,105.23,1970.0,Northern Metropolitan
Keilor Park,7 Zagreb Ct,3,h,773000,Nelson,2017-04-29,14.5,3.0,2.0,2.0,650.0,150.0,1980.0,Western Metropolitan
Kensington,41 Kensington Rd,3,h,902500,Rendina,2017-04-22,4.2,3.0,1.0,1.0,0.0,125.0,2003.0,Northern Metropolitan
Middle Park,158 Neville St,2,h,1300000,hockingstuart,2017-04-08,4.1,2.0,1.0,0.0,132.0,80.0,1900.0,Southern Metropolitan
Middle Park,23 Nimmo St,3,h,2250000,Marshall,2017-04-29,4.1,3.0,2.0,1.0,148.0,146.0,1890.0,Southern Metropolitan
Moorabbin,239 Chesterville Rd,3,h,860000,Hodges,2017-04-22,14.6,3.0,1.0,2.0,601.0,104.0,1970.0,Southern Metropolitan
North Melbourne,41 Chapman St,3,h,2161000,Nelson,2017-05-13,2.3,3.0,2.0,1.0,230.0,245.0,1900.0,Northern Metropolitan
North Melbourne,5 Murphy St,3,h,1485000,Jellis,2017-05-20,2.3,3.0,1.0,1.0,198.0,95.0,1968.0,Northern Metropolitan
North Melbourne,649 Queensberry St,2,h,940000,JMRE,2017-04-29,2.3,2.0,1.0,0.0,89.0,65.0,1890.0,Northern Metropolitan
Oakleigh South,8 Lido Ct,3,h,770000,C21,2017-04-08,14.7,3.0,1.0,1.0,590.0,132.0,1960.0,South-Eastern Metropolitan
Oakleigh South,4 Dalgan St,4,h,1410000,Buxton,2017-05-13,14.7,4.0,2.0,4.0,590.0,161.0,1950.0,South-Eastern Metropolitan
Oakleigh South,2 Kaybrook Ct,3,h,1042500,Woodards,2017-04-22,14.7,3.0,1.0,4.0,658.0,146.0,1950.0,South-Eastern Metropolitan
Oakleigh South,298 Warrigal Rd,3,h,799999,Woodards,2017-04-29,14.7,3.0,2.0,4.0,590.0,135.0,1960.0,South-Eastern Metropolitan
Spotswood,14 Robb St,3,h,1100000,Greg,2017-05-13,7.7,3.0,1.0,0.0,305.0,115.0,1900.0,Western Metropolitan
Williamstown North,5 Nicosia Ct,3,h,1070000,Williams,2017-04-08,8.9,3.0,2.0,5.0,442.0,249.0,2003.0,Western Metropolitan
Williamstown North,27 Champion Rd,3,h,1575000,Sweeney,2017-05-13,8.9,3.0,1.0,1.0,860.0,160.0,1950.0,Western Metropolitan
Williamstown North,4 Walter St,3,h,1045000,Williams,2017-04-29,8.9,3.0,2.0,3.0,526.0,159.0,1990.0,Western Metropolitan
Yallambie,14 Borlase St,5,h,1060000,Buckingham,2017-04-29,15.0,5.0,2.0,2.0,627.0,232.0,1960.0,Northern Metropolitan
Airport West,118 Marshall Rd,3,h,640000,Nelson,2017-07-01,10.4,3.0,1.0,2.0,219.0,101.37,1960.0,Western Metropolitan
Albion,2 Bazentin St,3,h,570000,Barry,2017-07-01,10.5,3.0,1.0,0.0,423.0,142.0,1920.0,Western Metropolitan
Altona North,151 Chambers Rd,3,h,900000,Greg,2017-07-01,9.4,3.0,1.0,2.0,672.0,110.0,1960.0,Western Metropolitan
Balwyn North,2/43 Sutton St,3,h,1275000,Fletchers,2017-07-01,9.7,3.0,2.0,2.0,226.0,127.0,1965.0,Southern Metropolitan
Bentleigh,48 Tucker Rd,3,h,1045000,hockingstuart,2017-07-01,11.4,3.0,1.0,1.0,401.0,114.0,1970.0,Southern Metropolitan
Bentleigh East,1 Gladesville Dr,5,h,1220000,Buxton,2017-07-01,13.8,5.0,2.0,2.0,611.0,188.0,1950.0,Southern Metropolitan
Briar Hill,31A Beaconsfield Rd,3,h,840000,Barry,2017-07-01,16.1,3.0,1.0,2.0,509.0,120.0,2000.0,Eastern Metropolitan
Brighton,20 Byron St,3,h,2650000,RT,2017-07-01,10.5,3.0,2.0,2.0,645.0,219.0,1910.0,Southern Metropolitan
Broadmeadows,21 Graham St,3,h,518500,YPA,2017-07-01,14.0,3.0,1.0,0.0,576.0,110.0,1999.0,Northern Metropolitan
Burnside Heights,31 Batman St,3,h,535000,Barry,2017-07-01,14.8,3.0,2.0,2.0,472.0,230.0,2005.0,Western Metropolitan
Burwood East,2 Amaroo Ct,4,h,1088000,Ray,2017-07-01,14.7,4.0,1.0,1.0,536.0,140.7481,0.0,Eastern Metropolitan
Cairnlea,16 Homebush Rd,3,h,630000,YPA,2017-07-01,14.8,3.0,2.0,2.0,397.0,145.0,2007.0,Western Metropolitan
Coburg,126 Barrow St,2,h,900000,Jellis,2017-07-01,6.7,2.0,1.0,1.0,350.0,100.0,1920.0,Northern Metropolitan
Coburg,12 Rasmussen Ct,4,h,922000,Melbourne,2017-07-01,6.7,4.0,2.0,2.0,463.0,80.0,1960.0,Northern Metropolitan
Craigieburn,13 Aston St,4,h,665000,RE,2017-07-01,20.6,4.0,2.0,2.0,756.0,236.0,2007.0,Northern Metropolitan
Craigieburn,13 Brampton Cl,3,h,515500,RE,2017-07-01,20.6,3.0,1.0,4.0,651.0,117.0,1990.0,Northern Metropolitan
Craigieburn,6 Vision Rd,3,h,660000,LJ,2017-07-01,20.6,3.0,2.0,3.0,618.0,225.5,2014.0,Northern Metropolitan
Croydon,8 Banool Ct,4,h,932000,Hoskins,2017-07-01,23.0,4.0,2.0,2.0,880.0,225.0,1970.0,Eastern Metropolitan
Croydon,15 Ronald Rd,2,h,570000,McGrath,2017-07-01,23.0,2.0,1.0,1.0,312.0,110.0,1994.0,Eastern Metropolitan
Dandenong North,110 Gladstone Rd,3,h,627000,Barry,2017-07-01,24.7,3.0,1.0,1.0,610.0,120.0,1970.0,South-Eastern Metropolitan
Diamond Creek,17 Norma St,2,h,621000,Mason,2017-07-01,21.8,2.0,1.0,0.0,610.0,61.0,1939.0,Northern Victoria
Doncaster East,66 Saxonwood Dr,6,h,1856000,Barry,2017-07-01,14.3,6.0,3.0,3.0,1056.0,322.0,1970.0,Eastern Metropolitan
Donvale,1 Bernarra Ct,7,h,2705000,Ray,2017-07-01,16.1,7.0,2.0,4.0,5022.0,409.54,2004.0,Eastern Metropolitan
Doreen,33 Starboard Dr,3,h,530500,Buckingham,2017-07-01,25.9,3.0,2.0,2.0,400.0,179.0,2012.0,Northern Victoria
Eltham,6 Orbel Ct,3,h,805000,Barry,2017-07-01,18.0,3.0,2.0,0.0,848.0,127.0,1979.0,Eastern Metropolitan
Epping,59 Greenfields Dr,4,h,940000,Iconek,2017-07-01,19.6,4.0,3.0,2.0,508.0,364.0,2012.0,Northern Metropolitan
Essendon West,6 Bourke St,3,h,750000,Brad,2017-07-01,7.5,3.0,1.0,1.0,236.0,114.0,2000.0,Western Metropolitan
